#,coder,village_code,land_use_type,LUT,plotcode,tree.id,no_of_stems,stem_ID,growth_type,family_fieldname,genus_fieldname,species_fieldname,,dbh,height,wood.density,coll.nr,Pnumber,Family,scientific_name,CS,EN,phenology,reproduction,health_status,crown_height,human_damage,tutor,notes,
5697,5697,V8,VH,VH,V8-VH,V8-VH-10,1,V8-VH-10,T,uk,uk,uk,voasorindrina,8,6.7,NA,NV,,Anacardiaceae,Sorindeia,unknown,not endemic,d,sterile,good,undamaged,no,NA,NA,
6063,6063,V8,VM,VM,V8-VM,V8-VM-121,1,V8-VM-121,T,uk,uk,uk,voasorindrina,14.9,6.6,NA,NV,,Anacardiaceae,Sorindeia,unknown,not endemic,e,sterile,fair,storm,no,NA,NA,
5114,5114,V7,VL,VL,V7-VL,V7-VL-59,2,V7-VL-59a,T,Anacardiaceae,Sorindeia,uk,voasorindrina,8.8,8.5,9,SR002,,Anacardiaceae,Sorindeia madagascariensis,unknown,not endemic,d,fruits,good,undamaged,no,NA,NA,
3389,3389,V39,VM,VM,V39-VM,V39-VM-50,1,V39-VM-50,T,uk,uk,uk,sakoagna,24.4,8.5,NA,NV,,Anacardiaceae,Spondias dulcis,LC,naturalized,e,sterile,good,undamaged,no,NA,NA,
4748,4748,V7,VH,VH,V7-VH,V7-VH-14,1,V7-VH-14,T,uk,Poupartia,caffra,sakoagna,28.6,10.1,18,AP8901,8901,Anacardiaceae,Spondias dulcis,LC,naturalized,e,sterile,fair,human,stem,NA,NA,
4912,4912,V7,VM,VM,V7-VM,V7-VM-13,1,V7-VM-13,T,uk,uk,uk,sakoagna,10,5.7,NA,AP8901,8901,Anacardiaceae,Spondias dulcis,LC,naturalized,e,sterile,good,undamaged,no,NA,NA,
4964,4964,V7,FF,FF,V7-FF,V7-FF-19,1,V7-FF-19,T,Anacardiaceae,Poupartia,uk,sakoagna,13.8,12.3,12,AP8919,,Anacardiaceae,Spondias dulcis,LC,naturalized,e,flowers,good,undamaged,no,tutor,sample collected in V40-VM,
5940,5940,V8,VL,VL,V8-VL,V8-VL-91,1,V8-VL-91,T,uk,uk,uk,sakoagna,43.9,15.4,NA,NV,,Anacardiaceae,Spondias dulcis,LC,naturalized,e,sterile,poor,human,stem,tutor,Crown cut,
27,27,ME,OGF1,OGF,ME-OGF1,ME-OGF1-27,1,ME-OGF1-27,T,uk,uk,uk,tarantana br,15.7,14.8,10,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
270,270,ME,OGF2,OGF,ME-OGF2,ME-OGF2-6,1,ME-OGF2-6,T,uk,uk,uk,tarantana br,9.3,12.6,12,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,crown cut,
287,287,ME,OGF2,OGF,ME-OGF2,ME-OGF2-23,1,ME-OGF2-23,T,uk,uk,uk,tarantana br,9.3,5,10,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,trunk bent,
294,294,ME,OGF2,OGF,ME-OGF2,ME-OGF2-30,1,ME-OGF2-30,T,uk,uk,uk,tarantana br,12.3,7.6,13,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,crown cut,
308,308,ME,OGF2,OGF,ME-OGF2,ME-OGF2-44,1,ME-OGF2-44,T,uk,uk,uk,tarantana br,12.8,10.3,10,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,fair,storm,no,NA,branches cut,
362,362,ME,OGF2,OGF,ME-OGF2,ME-OGF2-98,1,ME-OGF2-98,T,uk,uk,uk,tarantana br,13.7,13.4,13,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,crown cut due to a fallen tree,
404,404,ME,OGF2,OGF,ME-OGF2,ME-OGF2-140,1,ME-OGF2-140,T,uk,uk,uk,tarantana br,18,13.2,10,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,human,stem,NA,crown cut. place burnt before,
511,511,ME,OGF3,OGF,ME-OGF3,ME-OGF3-3,1,ME-OGF3-3,T,uk,uk,uk,tarantana br,12.5,11.5,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
513,513,ME,OGF3,OGF,ME-OGF3,ME-OGF3-5,1,ME-OGF3-5,T,uk,uk,uk,tarantana md,13.8,14.9,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,poor,storm,no,NA,crown cut,
530,530,ME,OGF3,OGF,ME-OGF3,ME-OGF3-22,1,ME-OGF3-22,T,uk,uk,uk,tarantana md,36.4,17.1,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
543,543,ME,OGF3,OGF,ME-OGF3,ME-OGF3-35,1,ME-OGF3-35,T,uk,uk,uk,tarantana md,15.8,9.4,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
546,546,ME,OGF3,OGF,ME-OGF3,ME-OGF3-38,1,ME-OGF3-38,T,uk,uk,uk,tarantana br,13.8,13.7,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
555,555,ME,OGF3,OGF,ME-OGF3,ME-OGF3-47,1,ME-OGF3-47,T,uk,uk,uk,tarantana md,10.4,10.7,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown damaged and cut,
556,556,ME,OGF3,OGF,ME-OGF3,ME-OGF3-48,1,ME-OGF3-48,T,uk,uk,uk,tarantana md,13.6,18,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
561,561,ME,OGF3,OGF,ME-OGF3,ME-OGF3-53,1,ME-OGF3-53,T,uk,uk,uk,tarantana md,23.1,14.8,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
640,640,ME,OGF3,OGF,ME-OGF3,ME-OGF3-132,1,ME-OGF3-132,T,uk,uk,uk,tarantana md,12.5,10.3,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
648,648,ME,OGF3,OGF,ME-OGF3,ME-OGF3-140,1,ME-OGF3-140,T,uk,uk,uk,tarantana br,12.3,11.8,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,poor,storm,no,NA,Inclined and Crown cut,
656,656,ME,OGF3,OGF,ME-OGF3,ME-OGF3-148,1,ME-OGF3-148,T,uk,uk,uk,tarantana md,10.3,9.9,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
663,663,ME,OGF3,OGF,ME-OGF3,ME-OGF3-155,1,ME-OGF3-155,T,uk,uk,uk,tarantana br,14.4,13.1,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
692,692,ME,OGF3,OGF,ME-OGF3,ME-OGF3-184,1,ME-OGF3-184,T,uk,uk,uk,tarantana md,17,6.9,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
703,703,ME,OGF3,OGF,ME-OGF3,ME-OGF3-195,1,ME-OGF3-195,T,uk,uk,uk,tarantana md,8.7,6.4,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
706,706,ME,OGF3,OGF,ME-OGF3,ME-OGF3-198,1,ME-OGF3-198,T,uk,uk,uk,tarantana md,21.6,10.8,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,poor,storm,no,NA,Crown cut,
708,708,ME,OGF3,OGF,ME-OGF3,ME-OGF3-200,1,ME-OGF3-200,T,uk,uk,uk,tarantana md,22.1,18.2,NA,NV,,Anacardiaceae,,unknown,not endemic,e,NA,dead,storm,no,NA,Crown cut,
710,710,ME,OGF3,OGF,ME-OGF3,ME-OGF3-202,1,ME-OGF3-202,T,uk,uk,uk,tarantana md,15.6,15.8,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
721,721,ME,OGF3,OGF,ME-OGF3,ME-OGF3-213,1,ME-OGF3-213,T,uk,uk,uk,tarantana md,20.1,13.1,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
731,731,ME,OGF3,OGF,ME-OGF3,ME-OGF3-223,1,ME-OGF3-223,T,uk,uk,uk,tarantana md,18,15.7,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
751,751,ME,OGF3,OGF,ME-OGF3,ME-OGF3-243,1,ME-OGF3-243,T,uk,uk,uk,tarantana md,15.8,16.9,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
759,759,ME,OGF4,OGF,ME-OGF4,ME-OGF4-1,1,ME-OGF4-1,T,uk,uk,uk,tarantana md,12.3,16.4,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,inclined,
798,798,ME,OGF4,OGF,ME-OGF4,ME-OGF4-40,1,ME-OGF4-40,T,uk,uk,uk,tarantana md,34.6,26.2,16,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,no leaves inclined,
803,803,ME,OGF4,OGF,ME-OGF4,ME-OGF4-45,1,ME-OGF4-45,T,uk,uk,uk,tarantana md,18.6,9.6,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,crown broken,
846,846,ME,OGF4,OGF,ME-OGF4,ME-OGF4-88,1,ME-OGF4-88,T,uk,uk,uk,tarantana md,12,15.9,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
873,873,ME,OGF4,OGF,ME-OGF4,ME-OGF4-115,1,ME-OGF4-115,T,uk,uk,uk,tarantana md,26.8,16.1,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
887,887,ME,OGF4,OGF,ME-OGF4,ME-OGF4-129,1,ME-OGF4-129,T,uk,uk,uk,tarantana md,27.2,14.5,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,human,stem,NA,Crown cut with shoot,
926,926,ME,OGF4,OGF,ME-OGF4,ME-OGF4-168,1,ME-OGF4-168,T,uk,uk,uk,tarantana md,31,16.7,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,poor,storm,no,NA,NA,
987,987,ME,OGF5,OGF,ME-OGF5,ME-OGF5-58,1,ME-OGF5-58,T,uk,uk,uk,tarantana md,22,13.5,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1025,1025,ME,OGF5,OGF,ME-OGF5,ME-OGF5-96,1,ME-OGF5-96,T,uk,uk,uk,tarantana md,9.4,7.2,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
1080,1080,ME,OGF5,OGF,ME-OGF5,ME-OGF5-151,1,ME-OGF5-151,T,uk,uk,uk,tarantana md,11.5,7.5,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
1318,1318,MT,OGF1,OGF,MT-OGF1,MT-OGF1-147,1,MT-OGF1-147,T,uk,uk,uk,tarantana md,13,13.3,10,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1465,1465,MT,OGF2,OGF,MT-OGF2,MT-OGF2-87,1,MT-OGF2-87,T,uk,uk,uk,tarantana md,9.1,10.6,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1474,1474,MT,OGF2,OGF,MT-OGF2,MT-OGF2-96,1,MT-OGF2-96,T,uk,uk,uk,tarantana br,10.8,11.8,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1506,1506,MT,OGF2,OGF,MT-OGF2,MT-OGF2-128,1,MT-OGF2-128,T,Anacardiaceae,Campnosperma,uk,tarantana br,15.6,14.7,16,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,same leaves as letchi kakazo leaves,
1541,1541,MT,OGF2,OGF,MT-OGF2,MT-OGF2-163,1,MT-OGF2-163,T,uk,uk,uk,tarantana br,11.2,10.1,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1576,1576,MT,OGF2,OGF,MT-OGF2,MT-OGF2-198,1,MT-OGF2-198,T,uk,uk,uk,tarantana (hafahafa),60.5,29.2,14,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1880,1880,MT,OGF4,OGF,MT-OGF4,MT-OGF4-50,1,MT-OGF4-50,T,uk,uk,uk,tarantana br,35.3,16.4,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
1901,1901,MT,OGF4,OGF,MT-OGF4,MT-OGF4-71,1,MT-OGF4-71,T,uk,Campnosperma,uk,tarantana br,33.2,20.6,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
1968,1968,MT,OGF4,OGF,MT-OGF4,MT-OGF4-138,1,MT-OGF4-138,T,uk,uk,uk,tarantana md,8,9.1,NA,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,Crown cut,
2310,2310,V2,VH,VH,V2-VH,V2-VH-59,1,V2-VH-59,T,uk,uk,uk,tarantana br,8,8.1,10,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
2492,2492,V2,FF,FF,V2-FF,V2-FF-12,1,V2-FF-12,T,uk,uk,uk,tarantana md,24.9,15.7,10,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,NA,
2493,2493,V2,FF,FF,V2-FF,V2-FF-13,1,V2-FF-13,T,uk,uk,uk,tarantana md,28.4,18.7,8,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,NA,
2500,2500,V2,FF,FF,V2-FF,V2-FF-20,1,V2-FF-20,T,uk,uk,uk,tarantana md,11.1,9.5,20,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,human,stem,NA,Crown cut,
2549,2549,V2,FF,FF,V2-FF,V2-FF-69,1,V2-FF-69,T,uk,uk,uk,tarantana md,21.9,15.7,10,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
2563,2563,V2,FF,FF,V2-FF,V2-FF-83,1,V2-FF-83,T,uk,uk,uk,tarantana md,19.6,13.6,10,NV,,Anacardiaceae,,unknown,not endemic,uk,NA,dead,storm,no,NA,NA,
2565,2565,V2,FF,FF,V2-FF,V2-FF-85,1,V2-FF-85,T,uk,uk,uk,tarantana br,39.4,14.7,14,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
2569,2569,V2,FF,FF,V2-FF,V2-FF-89,1,V2-FF-89,T,uk,uk,uk,tarantana br,36,22.2,15,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
2616,2616,V25,VH,VH,V25-VH,V25-VH-24,1,V25-VH-24,T,uk,uk,uk,tarantana br,22.5,14.1,NA,NV,,Anacardiaceae,,unknown,not endemic,e,NA,dead,human,stem,NA,burnt,
2844,2844,V25,FF,FF,V25-FF,V25-FF-9,1,V25-FF-9,T,NA,NA,uk,tarantana br,17,10,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
2893,2893,V25,FF,FF,V25-FF,V25-FF-58,1,V25-FF-58,T,NA,NA,uk,tarantana br,21,13.1,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
2906,2906,V25,FF,FF,V25-FF,V25-FF-71,1,V25-FF-71,T,NA,NA,uk,tarantana br,25.5,13.8,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,might be collected but impossible to reach,
2916,2916,V25,FF,FF,V25-FF,V25-FF-81,1,V25-FF-81,T,NA,NA,uk,tarantana br,21,12.3,NA,NV,,Anacardiaceae,,unknown,not endemic,e,NA,dead,human,stem,NA,Bark removed,
3025,3025,V25,FF,FF,V25-FF,V25-FF-190,1,V25-FF-190,T,NA,NA,uk,tarantana br,16,11.6,NA,NV,,Anacardiaceae,,unknown,not endemic,e,NA,dead,storm,no,NA,Crown cut,
3470,3470,V40,VH,VH,V40-VH,V40-VH-37,1,V40-VH-37,T,uk,Rhus,uk,tarantana,21.5,19.4,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3495,3495,V40,VH,VH,V40-VH,V40-VH-62,1,V40-VH-62,T,uk,uk,uk,tarantana,26.1,15.5,12,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,fair,storm,no,NA,NA,
3504,3504,V40,VH,VH,V40-VH,V40-VH-71,1,V40-VH-71,T,uk,uk,uk,tarantana,21.9,15.5,NA,NV,,Anacardiaceae,,unknown,not endemic,e,NA,dead,human,stem,tutor,NA,
3543,3543,V40,VH,VH,V40-VH,V40-VH-110,1,V40-VH-110,T,uk,uk,uk,tarantana,14,12,10,,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3582,3582,V40,VM,VM,V40-VM,V40-VM-15,1,V40-VM-15,T,NA,Alrahamia / Protorus / Rhus,uk,tarantana,36.8,16,10,,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3599,3599,V40,VM,VM,V40-VM,V40-VM-32,1,V40-VM-32,T,uk,Alrahamia,uk,tarantana,27.2,15.3,11,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3606,3606,V40,VM,VM,V40-VM,V40-VM-39,1,V40-VM-39,T,uk,Alrahamia,uk,tarantana,9.7,6.6,NA,NV,,Anacardiaceae,,unknown,not endemic,e,NA,dead,storm,no,NA,NA,
3634,3634,V40,VM,VM,V40-VM,V40-VM-67,1,V40-VM-67,T,uk,Alrahamia,uk,tarantana,9.7,7.5,11,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3704,3704,V40,FF,FF,V40-FF,V40-FF-11,1,V40-FF-11,T,uk,uk,uk,tarantana,13.5,13.2,12,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3725,3725,V40,FF,FF,V40-FF,V40-FF-32,1,V40-FF-32,T,uk,uk,uk,tarantana,21.6,17.3,10,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,stem,NA,NA,
3735,3735,V40,FF,FF,V40-FF,V40-FF-42,1,V40-FF-42,T,uk,uk,uk,tarantana,15.2,12.2,15,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3742,3742,V40,FF,FF,V40-FF,V40-FF-49,1,V40-FF-49,T,uk,uk,uk,tarantana,16,15.3,11,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,fair,storm,no,NA,NA,
3777,3777,V40,FF,FF,V40-FF,V40-FF-84,1,V40-FF-84,T,uk,uk,uk,tarantana md,13.8,10.9,12,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3806,3806,V40,FF,FF,V40-FF,V40-FF-113,1,V40-FF-113,T,uk,uk,uk,tarantana md,37,10.4,10,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3821,3821,V40,FF,FF,V40-FF,V40-FF-128,1,V40-FF-128,T,uk,uk,uk,tarantana br,23.7,17.5,10,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,white latex,
3823,3823,V40,FF,FF,V40-FF,V40-FF-130,1,V40-FF-130,T,uk,uk,uk,tarantana br,8.1,8.3,12,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3835,3835,V40,FF,FF,V40-FF,V40-FF-142,1,V40-FF-142,T,uk,uk,uk,tarantana br,16.8,15.4,10,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3837,3837,V40,FF,FF,V40-FF,V40-FF-144,1,V40-FF-144,T,uk,uk,uk,tarantana md,10.8,12.2,8,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3842,3842,V40,FF,FF,V40-FF,V40-FF-149,1,V40-FF-149,T,uk,uk,uk,tarantana md,13,8.6,9,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3864,3864,V40,FF,FF,V40-FF,V40-FF-171,1,V40-FF-171,T,uk,uk,uk,tarantana br,14.6,9.4,10,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,a lot of hole in the trunk,
3886,3886,V40,FF,FF,V40-FF,V40-FF-193,1,V40-FF-193,T,uk,uk,uk,tarantana br,10,3.1,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,poor,human,stem,NA,NA,
3893,3893,V40,FF,FF,V40-FF,V40-FF-200,1,V40-FF-200,T,uk,uk,uk,tarantana md,16.8,16.7,12,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3902,3902,V40,FF,FF,V40-FF,V40-FF-209,1,V40-FF-209,T,uk,uk,uk,tarantana md,11,12.3,11,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
5323,5323,V24,FF,FF,V24-FF,V24-FF-13,1,V24-FF-13,T,uk,uk,uk,tarantana md,13.2,10,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
6105,6105,V13,FF,FF,V13-FF,V13-FF-1,1,V13-FF-1,T,uk,uk,uk,tarantana br,12.9,9,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
6110,6110,V13,FF,FF,V13-FF,V13-FF-6,1,V13-FF-6,T,uk,uk,uk,tarantana br,11.9,7.8,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
6135,6135,V13,FF,FF,V13-FF,V13-FF-31,1,V13-FF-31,T,uk,uk,uk,tarantana br,9.4,3.7,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,poor,storm,no,NA,crown damaged,
6145,6145,V13,FF,FF,V13-FF,V13-FF-41,1,V13-FF-41,T,uk,uk,uk,tarantana br,18.4,8.1,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
6147,6147,V13,FF,FF,V13-FF,V13-FF-43,1,V13-FF-43,T,uk,uk,uk,tarantana br,12.3,9.4,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
6164,6164,V13,FF,FF,V13-FF,V13-FF-60,1,V13-FF-60,T,uk,uk,uk,tarantana br,8.7,6.2,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
6168,6168,V13,FF,FF,V13-FF,V13-FF-64,1,V13-FF-64,T,uk,uk,uk,tarantana br,14.5,8.4,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
6173,6173,V13,FF,FF,V13-FF,V13-FF-69,1,V13-FF-69,T,uk,uk,uk,tarantana br,10.4,5.9,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
6174,6174,V13,FF,FF,V13-FF,V13-FF-70,1,V13-FF-70,T,uk,uk,uk,tarantana br,8.2,7.6,NA,NV,,Anacardiaceae,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1175,1175,MT,OGF1,OGF,MT-OGF1,MT-OGF1-4,1,MT-OGF1-4,T,uk,uk,uk,hazomamy,28.5,16.2,11,AP9155,9155,Anisophyllaceae,Anisophyllea fallax,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1181,1181,MT,OGF1,OGF,MT-OGF1,MT-OGF1-10,1,MT-OGF1-10,T,uk,uk,uk,hazomamy,21.2,12.9,12,AP9155,9155,Anisophyllaceae,Anisophyllea fallax,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1194,1194,MT,OGF1,OGF,MT-OGF1,MT-OGF1-23,1,MT-OGF1-23,T,uk,uk,uk,hazomamy,9.7,12.8,10,AP9155,9155,Anisophyllaceae,Anisophyllea fallax,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1352,1352,MT,OGF1,OGF,MT-OGF1,MT-OGF1-181,1,MT-OGF1-181,T,uk,uk,uk,hazomamy 2,28.8,20.2,13,NV,,Anisophyllaceae,Anisophyllea fallax,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1859,1859,MT,OGF4,OGF,MT-OGF4,MT-OGF4-29,1,MT-OGF4-29,T,uk,uk,uk,hazomamy,15.8,16.4,12,AP9504,9504,Anisophyllaceae,Anisophyllea fallax,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1877,1877,MT,OGF4,OGF,MT-OGF4,MT-OGF4-47,1,MT-OGF4-47,T,uk,uk,uk,hazomamy,59.5,29.9,10,AP9504,9504,Anisophyllaceae,Anisophyllea fallax,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1184,1184,MT,OGF1,OGF,MT-OGF1,MT-OGF1-13,1,MT-OGF1-13,T,uk,uk,uk,uk,21.4,11.2,10,AP9160,9160,Annacardiaceae,Protorhus,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
4776,4776,V7,VH,VH,V7-VH,V7-VH-42,4,V7-VH-42a,T,Annonaceae,Annona,uk,karbadefo,12.3,1.7,11,AP8903,8903,Annonaceae,Annona cherimola Mill.,LC,naturalized,e,sterile,fair,human,stem,NA,NA,
4777,4777,V7,VH,VH,V7-VH,V7-VH-43,4,V7-VH-42a,T,Annonaceae,Annona,uk,karbadefo,12.9,5.6,12,AP8903,8903,Annonaceae,Annona cherimola Mill.,LC,naturalized,e,sterile,fair,human,stem,NA,NA,
4778,4778,V7,VH,VH,V7-VH,V7-VH-44,4,V7-VH-42a,T,Annonaceae,Annona,uk,karbadefo,12.2,6,12,AP8903,8903,Annonaceae,Annona cherimola Mill.,LC,naturalized,e,sterile,fair,human,stem,NA,NA,
4779,4779,V7,VH,VH,V7-VH,V7-VH-45,4,V7-VH-42a,T,Annonaceae,Annona,uk,karbadefo,10.5,0.8,12,AP8903,8903,Annonaceae,Annona cherimola Mill.,LC,naturalized,e,sterile,fair,human,stem,NA,NA,
4785,4785,V7,VH,VH,V7-VH,V7-VH-51,1,V7-VH-51,T,Annonaceae,Annona,uk,karbadefo,10.8,4.7,NA,NV,,Annonaceae,Annona cherimola Mill.,LC,naturalized,e,sterile,fair,human,stem,NA,Shoots from fallen tree,
4786,4786,V7,VH,VH,V7-VH,V7-VH-52,2,V7-VH-52a,T,Annonaceae,Annona,uk,karbadefo,9.5,6.7,NA,NV,,Annonaceae,Annona cherimola Mill.,LC,naturalized,e,fruits,fair,human,stem,NA,NA,
4787,4787,V7,VH,VH,V7-VH,V7-VH-53,2,V7-VH-52a,T,Annonaceae,Annona,uk,karbadefo,12.8,4.7,NA,NV,,Annonaceae,Annona cherimola Mill.,LC,naturalized,e,fruits,fair,human,stem,NA,NA,
4790,4790,V7,VH,VH,V7-VH,V7-VH-56,1,V7-VH-56,T,Annonaceae,Annona,uk,karbadefo,10.5,6,NA,NV,,Annonaceae,Annona cherimola Mill.,LC,naturalized,e,fruits,fair,human,stem,NA,NA,
4791,4791,V7,VH,VH,V7-VH,V7-VH-57,1,V7-VH-57,T,Annonaceae,Annona,uk,karbadefo,13,5,NA,NV,,Annonaceae,Annona cherimola Mill.,LC,naturalized,e,fruits,fair,human,stem,NA,NA,
